文件名,预测,P(good),路径
row101_img1.webp,bad,0.0033,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row101_img1.webp
row332_img2.webp,bad,0.0033,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row332_img2.webp
row041_img1.webp,bad,0.0031,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row041_img1.webp
row121_img1.webp,bad,0.0023,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row121_img1.webp
row334_img1.webp,bad,0.0022,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row334_img1.webp
row404_img1.webp,bad,0.0021,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row404_img1.webp
row489_img2.webp,bad,0.0020,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row489_img2.webp
row193_img2.webp,bad,0.0019,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row193_img2.webp
row384_img1.webp,bad,0.0018,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row384_img1.webp
row128_img2.webp,bad,0.0017,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row128_img2.webp
row380_img2.webp,bad,0.0017,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row380_img2.webp
row452_img1.webp,bad,0.0016,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row452_img1.webp
row439_img1.webp,bad,0.0015,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row439_img1.webp
row281_img1.webp,bad,0.0013,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row281_img1.webp
row086_img1.webp,bad,0.0013,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row086_img1.webp
row462_img2.webp,bad,0.0012,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row462_img2.webp
row104_img2.webp,bad,0.0012,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row104_img2.webp
row293_img1.webp,bad,0.0012,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row293_img1.webp
row083_img2.webp,bad,0.0012,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row083_img2.webp
row175_img1.webp,bad,0.0011,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row175_img1.webp
row282_img2.webp,bad,0.0011,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row282_img2.webp
row433_img2.webp,bad,0.0011,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row433_img2.webp
row479_img2.webp,bad,0.0011,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row479_img2.webp
row045_img2.webp,bad,0.0011,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row045_img2.webp
row172_img1.webp,bad,0.0011,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row172_img1.webp
row233_img1.webp,bad,0.0011,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row233_img1.webp
row024_img2.webp,bad,0.0008,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row024_img2.webp
row316_img1.webp,bad,0.0008,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row316_img1.webp
row150_img2.webp,bad,0.0007,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row150_img2.webp
row073_img2.webp,bad,0.0007,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row073_img2.webp
row457_img2.webp,bad,0.0007,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row457_img2.webp
row179_img1.webp,bad,0.0007,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row179_img1.webp
row196_img1.webp,bad,0.0007,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row196_img1.webp
row334_img2.webp,bad,0.0006,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row334_img2.webp
row268_img2.webp,bad,0.0006,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row268_img2.webp
row488_img2.webp,bad,0.0006,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row488_img2.webp
row152_img1.webp,bad,0.0006,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row152_img1.webp
row085_img1.webp,bad,0.0006,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row085_img1.webp
row061_img1.webp,bad,0.0005,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row061_img1.webp
row358_img1.webp,bad,0.0005,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row358_img1.webp
row443_img2.webp,bad,0.0005,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row443_img2.webp
row268_img1.webp,bad,0.0005,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row268_img1.webp
row057_img1.webp,bad,0.0005,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row057_img1.webp
row039_img1.webp,bad,0.0005,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row039_img1.webp
row123_img2.webp,bad,0.0004,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row123_img2.webp
row037_img1.webp,bad,0.0004,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row037_img1.webp
row198_img1.webp,bad,0.0004,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row198_img1.webp
row409_img1.webp,bad,0.0004,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row409_img1.webp
row121_img2.webp,bad,0.0003,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row121_img2.webp
row336_img2.webp,bad,0.0003,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row336_img2.webp
row182_img1.webp,bad,0.0003,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row182_img1.webp
row222_img2.webp,bad,0.0003,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row222_img2.webp
row189_img2.webp,bad,0.0002,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row189_img2.webp
row109_img1.webp,bad,0.0002,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row109_img1.webp
row187_img1.webp,bad,0.0002,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row187_img1.webp
row354_img1.webp,bad,0.0002,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row354_img1.webp
row318_img1.webp,bad,0.0002,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row318_img1.webp
row139_img1.webp,bad,0.0002,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row139_img1.webp
row237_img2.webp,bad,0.0002,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row237_img2.webp
row202_img2.webp,bad,0.0002,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row202_img2.webp
row212_img2.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row212_img2.webp
row430_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row430_img1.webp
row375_img2.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row375_img2.webp
row209_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row209_img1.webp
row239_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row239_img1.webp
row064_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row064_img1.webp
row453_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row453_img1.webp
row436_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row436_img1.webp
row261_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row261_img1.webp
row288_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row288_img1.webp
row366_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row366_img1.webp
row129_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row129_img1.webp
row091_img2.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row091_img2.webp
row019_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row019_img1.webp
row470_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row470_img1.webp
row238_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row238_img1.webp
row278_img2.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row278_img2.webp
row458_img2.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row458_img2.webp
row200_img2.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row200_img2.webp
row145_img2.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row145_img2.webp
row486_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row486_img1.webp
row204_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row204_img1.webp
row202_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row202_img1.webp
row447_img2.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row447_img2.webp
row424_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row424_img1.webp
row164_img1.webp,bad,0.0001,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row164_img1.webp
row324_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row324_img1.webp
row270_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row270_img2.webp
row229_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row229_img2.webp
row131_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row131_img2.webp
row385_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row385_img2.webp
row130_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row130_img1.webp
row447_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row447_img1.webp
row119_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row119_img1.webp
row477_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row477_img1.webp
row438_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row438_img1.webp
row253_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row253_img1.webp
row127_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row127_img1.webp
row472_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row472_img1.webp
row073_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row073_img1.webp
row003_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row003_img1.webp
row319_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row319_img1.webp
row270_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row270_img1.webp
row195_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row195_img1.webp
row161_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row161_img2.webp
row488_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row488_img1.webp
row418_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row418_img1.webp
row103_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row103_img1.webp
row300_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row300_img2.webp
row399_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row399_img2.webp
row055_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row055_img1.webp
row363_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row363_img1.webp
row337_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row337_img1.webp
row172_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row172_img2.webp
row464_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row464_img1.webp
row390_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row390_img1.webp
row388_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row388_img2.webp
row281_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row281_img2.webp
row384_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row384_img2.webp
row426_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row426_img1.webp
row111_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row111_img2.webp
row008_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row008_img1.webp
row474_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row474_img1.webp
row188_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row188_img1.webp
row449_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row449_img2.webp
row208_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row208_img1.webp
row116_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row116_img2.webp
row424_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row424_img2.webp
row378_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row378_img1.webp
row176_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row176_img2.webp
row139_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row139_img2.webp
row031_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row031_img1.webp
row376_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row376_img1.webp
row260_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row260_img2.webp
row400_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row400_img1.webp
row243_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row243_img1.webp
row389_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row389_img1.webp
row448_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row448_img2.webp
row167_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row167_img2.webp
row047_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row047_img1.webp
row410_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row410_img2.webp
row321_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row321_img1.webp
row428_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row428_img2.webp
row098_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row098_img1.webp
row214_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row214_img2.webp
row237_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row237_img1.webp
row449_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row449_img1.webp
row292_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row292_img1.webp
row050_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row050_img2.webp
row126_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row126_img1.webp
row372_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row372_img1.webp
row234_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row234_img2.webp
row120_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row120_img2.webp
row154_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row154_img2.webp
row315_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row315_img1.webp
row418_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row418_img2.webp
row486_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row486_img2.webp
row423_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row423_img2.webp
row025_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row025_img2.webp
row373_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row373_img1.webp
row310_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row310_img1.webp
row425_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row425_img1.webp
row033_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row033_img1.webp
row442_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row442_img2.webp
row385_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row385_img1.webp
row196_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row196_img2.webp
row332_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row332_img1.webp
row165_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row165_img1.webp
row474_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row474_img2.webp
row175_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row175_img2.webp
row100_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row100_img1.webp
row029_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row029_img1.webp
row044_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row044_img1.webp
row152_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row152_img2.webp
row441_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row441_img2.webp
row267_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row267_img2.webp
row443_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row443_img1.webp
row277_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row277_img1.webp
row423_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row423_img1.webp
row056_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row056_img1.webp
row360_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row360_img1.webp
row011_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row011_img2.webp
row490_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row490_img1.webp
row409_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row409_img2.webp
row213_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row213_img2.webp
row028_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row028_img1.webp
row215_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row215_img2.webp
row255_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row255_img2.webp
row429_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row429_img1.webp
row122_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row122_img1.webp
row290_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row290_img2.webp
row466_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row466_img2.webp
row062_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row062_img1.webp
row453_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row453_img2.webp
row079_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row079_img1.webp
row171_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row171_img1.webp
row284_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row284_img1.webp
row435_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row435_img2.webp
row007_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row007_img1.webp
row142_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row142_img1.webp
row190_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row190_img2.webp
row142_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row142_img2.webp
row188_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row188_img2.webp
row450_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row450_img2.webp
row206_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row206_img1.webp
row065_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row065_img1.webp
row143_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row143_img1.webp
row171_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row171_img2.webp
row116_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row116_img1.webp
row026_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row026_img1.webp
row442_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row442_img1.webp
row438_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row438_img2.webp
row128_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row128_img1.webp
row276_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row276_img1.webp
row487_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row487_img1.webp
row264_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row264_img1.webp
row457_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row457_img1.webp
row235_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row235_img1.webp
row302_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row302_img1.webp
row296_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row296_img1.webp
row034_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row034_img2.webp
row007_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row007_img2.webp
row232_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row232_img2.webp
row252_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row252_img2.webp
row010_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row010_img1.webp
row160_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row160_img1.webp
row228_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row228_img2.webp
row490_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row490_img2.webp
row386_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\maozi_xhs\row386_img2.webp
