文件名,预测,P(good),路径
row156_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row156_img2.webp
row103_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row103_img2.webp
row067_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row067_img2.webp
row090_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row090_img1.webp
row018_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row018_img1.webp
row026_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row026_img1.webp
row118_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row118_img2.webp
row028_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row028_img1.webp
row112_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row112_img1.webp
row103_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row103_img1.webp
row004_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row004_img2.webp
row037_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row037_img2.webp
row150_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row150_img1.webp
row150_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row150_img2.webp
row081_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row081_img2.webp
row140_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row140_img1.webp
row072_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row072_img2.webp
row069_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row069_img2.webp
row046_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row046_img1.webp
row096_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row096_img2.webp
row018_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row018_img2.webp
row047_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row047_img1.webp
row066_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row066_img2.webp
row131_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row131_img1.webp
row057_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row057_img2.webp
row130_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row130_img1.webp
row045_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row045_img2.webp
row034_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row034_img2.webp
row119_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row119_img1.webp
row148_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row148_img2.webp
row111_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row111_img2.webp
row109_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row109_img1.webp
row164_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row164_img2.webp
row123_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row123_img2.webp
row095_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row095_img2.webp
row019_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row019_img2.webp
row065_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row065_img2.webp
row028_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row028_img2.webp
row114_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row114_img2.webp
row108_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row108_img2.webp
row071_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row071_img2.webp
row162_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row162_img1.webp
row058_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row058_img2.webp
row127_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row127_img1.webp
row116_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row116_img1.webp
row022_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row022_img2.webp
row140_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row140_img2.webp
row061_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row061_img1.webp
row086_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row086_img1.webp
row041_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row041_img1.webp
row126_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row126_img2.webp
row125_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row125_img1.webp
row022_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row022_img1.webp
row125_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row125_img2.webp
row152_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row152_img1.webp
row162_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row162_img2.webp
row149_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row149_img2.webp
row124_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row124_img1.webp
row154_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row154_img1.webp
row108_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row108_img1.webp
row131_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row131_img2.webp
row069_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row069_img1.webp
row059_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row059_img2.webp
row017_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row017_img2.webp
row026_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row026_img2.webp
row109_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row109_img2.webp
row090_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row090_img2.webp
row031_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row031_img2.webp
row059_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row059_img1.webp
row101_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row101_img2.webp
row110_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row110_img1.webp
row141_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row141_img2.webp
row006_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row006_img2.webp
row102_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row102_img2.webp
row098_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row098_img1.webp
row124_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row124_img2.webp
row139_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row139_img1.webp
row078_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row078_img1.webp
row066_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row066_img1.webp
row159_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row159_img2.webp
row111_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row111_img1.webp
row091_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row091_img2.webp
row149_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row149_img1.webp
row110_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row110_img2.webp
row121_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row121_img1.webp
row091_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row091_img1.webp
row137_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row137_img1.webp
row078_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row078_img2.webp
row139_img2.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row139_img2.webp
row035_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row035_img1.webp
row068_img1.webp,bad,0.0000,D:\data\accio\douyin_Playwright\ml\data\to_predict\bbm_douyin\row068_img1.webp
